,solution_id,contest_id,submission_time,realtive_time,problem_index,problem_name,problem_type,points,tags,team,participant_type,language,verdict,test_case,time,memory
0,45739393,1062,1542216584,6884,E,Company,PROGRAMMING,2500.0,"['binary search', 'data structures', 'dfs and similar', 'greedy', 'trees']",0,OUT_OF_COMPETITION,GNU C++17,WRONG_ANSWER,9,716,64800.0
1,45733834,1062,1542214771,5071,E,Company,PROGRAMMING,2500.0,"['binary search', 'data structures', 'dfs and similar', 'greedy', 'trees']",0,OUT_OF_COMPETITION,GNU C++17,WRONG_ANSWER,9,701,49000.0
2,45733043,1062,1542214509,4809,E,Company,PROGRAMMING,2500.0,"['binary search', 'data structures', 'dfs and similar', 'greedy', 'trees']",0,OUT_OF_COMPETITION,GNU C++17,WRONG_ANSWER,9,685,36200.0
3,45720017,1062,1542211163,1463,C,Banh-mi,PROGRAMMING,1500.0,"['greedy', 'implementation', 'math']",0,OUT_OF_COMPETITION,GNU C++17,OK,27,139,9100.0
4,45717307,1062,1542210626,926,A,A Prank,PROGRAMMING,500.0,"['greedy', 'implementation']",0,OUT_OF_COMPETITION,GNU C++17,OK,99,31,8100.0
5,45716824,1062,1542210527,827,B,Math,PROGRAMMING,1000.0,"['greedy', 'math', 'number theory']",0,OUT_OF_COMPETITION,GNU C++17,OK,58,31,300.0
6,45716012,1062,1542210377,677,B,Math,PROGRAMMING,1000.0,"['greedy', 'math', 'number theory']",0,OUT_OF_COMPETITION,GNU C++17,WRONG_ANSWER,2,0,200.0
7,45713874,1062,1542209850,150,A,A Prank,PROGRAMMING,500.0,"['greedy', 'implementation']",0,OUT_OF_COMPETITION,GNU C++17,WRONG_ANSWER,6,15,8100.0
8,45617633,1076,1542037099,3799,D,Edge Deletion,PROGRAMMING,0.0,"['graphs', 'greedy', 'shortest paths']",0,CONTESTANT,GNU C++17,OK,73,873,51900.0
9,45614823,1076,1542036476,3176,E,Vasya and a Tree,PROGRAMMING,0.0,"['data structures', 'dp', 'trees']",0,CONTESTANT,GNU C++17,OK,39,733,74700.0
10,45612997,1076,1542036112,2812,E,Vasya and a Tree,PROGRAMMING,0.0,"['data structures', 'dp', 'trees']",0,CONTESTANT,GNU C++17,TIME_LIMIT_EXCEEDED,6,2000,26800.0
11,45611840,1076,1542035893,2593,E,Vasya and a Tree,PROGRAMMING,0.0,"['data structures', 'dp', 'trees']",0,CONTESTANT,GNU C++17,TIME_LIMIT_EXCEEDED,6,2000,26600.0
12,45602273,1076,1542034417,1117,B,Divisor Subtraction,PROGRAMMING,0.0,"['implementation', 'math', 'number theory']",0,CONTESTANT,GNU C++17,OK,10,15,200.0
13,45598134,1076,1542033870,570,C,Meme Problem,PROGRAMMING,0.0,"['binary search', 'math']",0,CONTESTANT,GNU C++17,OK,5,30,400.0
14,45595623,1076,1542033585,285,B,Divisor Subtraction,PROGRAMMING,0.0,"['implementation', 'math', 'number theory']",0,CONTESTANT,GNU C++17,WRONG_ANSWER,4,15,200.0
15,45594589,1076,1542033420,120,A,Minimizing the String,PROGRAMMING,0.0,"['greedy', 'strings']",0,CONTESTANT,GNU C++17,OK,47,31,1000.0
16,45572033,427,1541961516,2147483647,D,Match & Catch,PROGRAMMING,2000.0,"['dp', 'string suffix structures', 'strings']",0,PRACTICE,GNU C++17,RUNTIME_ERROR,8,93,89500.0
17,45534478,1055,1541868143,7643,E,Segments on the Line,PROGRAMMING,2750.0,"['binary search', 'dp']",0,CONTESTANT,GNU C++17,OK,48,234,9200.0
18,45529492,1055,1541865672,5172,C,Lucky Days,PROGRAMMING,1500.0,"['math', 'number theory']",0,CONTESTANT,GNU C++17,OK,29,31,300.0
19,45516709,1055,1541861283,783,B,Alice and Hairdresser,PROGRAMMING,1000.0,"['dsu', 'implementation']",0,CONTESTANT,GNU C++17,OK,47,124,1000.0
20,45514232,1055,1541860815,315,A,Metro,PROGRAMMING,500.0,['graphs'],0,CONTESTANT,GNU C++17,OK,56,31,300.0
21,45496173,101807,1541811335,8135,J,Jakanda Forever,PROGRAMMING,0.0,[],1,VIRTUAL,GNU C++17,OK,27,1637,107800.0
22,45496147,101807,1541811160,7960,B,Bob the Builder,PROGRAMMING,0.0,[],1,VIRTUAL,Java 8,WRONG_ANSWER,1,93,0.0
23,45496043,101807,1541810507,7307,F,Final Fixture,PROGRAMMING,0.0,[],1,VIRTUAL,GNU C++17,OK,50,468,400.0
24,45496027,101807,1541810424,7224,F,Final Fixture,PROGRAMMING,0.0,[],1,VIRTUAL,GNU C++17,WRONG_ANSWER,7,499,400.0
25,45495952,101807,1541809941,6741,L,Labyrinth,PROGRAMMING,0.0,[],1,VIRTUAL,Java 8,OK,82,109,0.0
26,45495920,101807,1541809724,6524,L,Labyrinth,PROGRAMMING,0.0,[],1,VIRTUAL,Java 8,WRONG_ANSWER,3,93,0.0
27,45495813,101807,1541808927,5727,J,Jakanda Forever,PROGRAMMING,0.0,[],1,VIRTUAL,GNU C++17,WRONG_ANSWER,2,358,65000.0
28,45495799,101807,1541808816,5616,J,Jakanda Forever,PROGRAMMING,0.0,[],1,VIRTUAL,GNU C++17,WRONG_ANSWER,2,358,64700.0
29,45495498,101807,1541806646,3446,H,Handicap,PROGRAMMING,0.0,[],1,VIRTUAL,Java 8,OK,14,358,3400.0
30,45495436,101807,1541806188,2988,D,Differentiation,PROGRAMMING,0.0,[],1,VIRTUAL,GNU C++17,OK,23,30,200.0
31,45495262,101807,1541805103,1903,K,Kids' Entertainment,PROGRAMMING,0.0,[],1,VIRTUAL,GNU C++17,OK,2,15,200.0
32,45495202,101807,1541804795,1595,I,Infection,PROGRAMMING,0.0,[],1,VIRTUAL,Java 8,OK,64,451,15800.0
33,45495136,101807,1541804436,1236,I,Infection,PROGRAMMING,0.0,[],1,VIRTUAL,Java 8,WRONG_ANSWER,56,421,15800.0
34,45495132,101807,1541804416,1216,C,Consecutive Numbers,PROGRAMMING,0.0,[],1,VIRTUAL,GNU C++17,OK,6,46,0.0
35,45494956,101807,1541803541,341,E,Error,PROGRAMMING,0.0,[],1,VIRTUAL,Java 8,OK,46,545,0.0
36,45494931,101807,1541803407,207,A,Ambidexterity,PROGRAMMING,0.0,[],1,VIRTUAL,GNU C++17,OK,60,31,300.0
37,45493208,617,1541795814,2147483647,C,Watering Flowers,PROGRAMMING,1250.0,['implementation'],0,PRACTICE,GNU C++17,OK,31,31,300.0
38,45493203,84,1541795792,2147483647,B,Magical Array,PROGRAMMING,1000.0,"['combinatorics', 'implementation']",0,PRACTICE,GNU C++17,OK,50,92,1000.0
39,45493197,83,1541795766,2147483647,A,Magical Array,PROGRAMMING,500.0,['math'],0,PRACTICE,GNU C++17,OK,50,92,1000.0
40,45493193,109,1541795738,2147483647,C,Lucky Tree,PROGRAMMING,1500.0,"['dp', 'dsu', 'trees']",0,PRACTICE,GNU C++17,OK,71,218,8200.0
41,45493188,110,1541795723,2147483647,E,Lucky Tree,PROGRAMMING,2500.0,"['combinatorics', 'dfs and similar', 'trees']",0,PRACTICE,GNU C++17,OK,71,218,8200.0
42,45493164,522,1541795646,2147483647,D,Closest Equals,PROGRAMMING,2000.0,"['*special', 'data structures']",0,PRACTICE,GNU C++17,OK,51,1247,57400.0
43,45493149,327,1541795593,2147483647,D,Block Tower,PROGRAMMING,2000.0,"['constructive algorithms', 'dfs and similar', 'graphs']",0,PRACTICE,GNU C++17,OK,40,592,45400.0
44,45493135,1046,1541795555,2147483647,C,Space Formula,PROGRAMMING,0.0,['greedy'],0,PRACTICE,GNU C++17,OK,30,155,6500.0
45,45493130,628,1541795534,2147483647,C,Bear and String Distance,PROGRAMMING,0.0,['greedy'],0,PRACTICE,GNU C++17,OK,38,31,500.0
46,45493122,133,1541795508,2147483647,C,Turing Tape,PROGRAMMING,1500.0,"['implementation', 'math']",0,PRACTICE,GNU C++17,OK,53,62,0.0
47,45493115,132,1541795493,2147483647,A,Turing Tape,PROGRAMMING,500.0,['implementation'],0,PRACTICE,GNU C++17,OK,53,62,0.0
48,45493100,347,1541795439,2147483647,B,Fixed Points,PROGRAMMING,1000.0,"['implementation', 'math']",0,PRACTICE,GNU C++17,OK,19,92,800.0
49,45493090,495,1541795412,2147483647,A,Digital Counter,PROGRAMMING,500.0,['implementation'],0,PRACTICE,GNU C++17,OK,29,31,0.0
50,45493077,577,1541795388,2147483647,A,Multiplication Table,PROGRAMMING,500.0,"['implementation', 'number theory']",0,PRACTICE,GNU C++17,OK,47,31,200.0
51,45492951,514,1541795042,2147483647,D,R2D2 and Droid Army,PROGRAMMING,2000.0,"['binary search', 'data structures', 'two pointers']",0,PRACTICE,GNU C++17,OK,35,452,23700.0
52,45492925,15,1541794958,2147483647,C,Industrial Nim,PROGRAMMING,0.0,['games'],0,PRACTICE,GNU C++17,OK,25,218,1600.0
53,45492909,122,1541794918,2147483647,D,Lucky Transformation,PROGRAMMING,2000.0,['brute force'],0,PRACTICE,GNU C++17,OK,72,62,2600.0
54,45492905,121,1541794901,2147483647,B,Lucky Transformation,PROGRAMMING,1000.0,['strings'],0,PRACTICE,GNU C++17,OK,72,62,2600.0
55,45492895,615,1541794871,2147483647,B,Longtail Hedgehog,PROGRAMMING,1250.0,"['dp', 'graphs']",0,PRACTICE,GNU C++17,OK,60,155,9500.0
56,45492884,313,1541794841,2147483647,C,Ilya and Matrix,PROGRAMMING,1500.0,"['constructive algorithms', 'greedy', 'implementation', 'sortings']",0,PRACTICE,GNU C++17,OK,61,405,31300.0
57,45492870,556,1541794815,2147483647,C,Case of Matryoshkas,PROGRAMMING,1000.0,['implementation'],0,PRACTICE,GNU C++17,OK,47,46,0.0
58,45492866,555,1541794798,2147483647,A,Case of Matryoshkas,PROGRAMMING,250.0,['implementation'],0,PRACTICE,GNU C++17,OK,47,46,0.0
59,45492856,625,1541794770,2147483647,C,K-special Tables,PROGRAMMING,1000.0,"['constructive algorithms', 'implementation']",0,PRACTICE,GNU C++17,OK,52,93,2200.0
60,45492827,507,1541794689,2147483647,A,Amr and Music,PROGRAMMING,500.0,"['greedy', 'implementation', 'sortings']",0,PRACTICE,GNU C++17,OK,39,31,300.0
61,45492786,25,1541794564,2147483647,A,IQ test,PROGRAMMING,0.0,['brute force'],0,PRACTICE,GNU C++17,OK,32,92,8100.0
62,45491963,617,1541792462,2147483647,E,XOR and Favorite Number,PROGRAMMING,2750.0,['data structures'],0,PRACTICE,GNU C++14,OK,36,390,26600.0
63,45491857,86,1541792147,2147483647,D,Powerful array,PROGRAMMING,2500.0,"['data structures', 'implementation', 'math', 'two pointers']",0,PRACTICE,GNU C++14,OK,69,2932,13300.0
64,45491562,86,1541791435,2147483647,D,Powerful array,PROGRAMMING,2500.0,"['data structures', 'implementation', 'math', 'two pointers']",0,PRACTICE,GNU C++14,OK,69,2714,13300.0
65,45491173,86,1541790592,2147483647,D,Powerful array,PROGRAMMING,2500.0,"['data structures', 'implementation', 'math', 'two pointers']",0,PRACTICE,GNU C++14,OK,69,2900,13300.0
66,45491161,86,1541790570,2147483647,D,Powerful array,PROGRAMMING,2500.0,"['data structures', 'implementation', 'math', 'two pointers']",0,PRACTICE,GNU C++17,COMPILATION_ERROR,0,0,0.0
67,45452339,242,1541695774,2147483647,D,Dispute,PROGRAMMING,2000.0,"['dfs and similar', 'greedy']",0,PRACTICE,GNU C++17,OK,36,186,7000.0
68,45452327,452,1541695736,2147483647,D,"Washer, Dryer, Folder",PROGRAMMING,1500.0,"['greedy', 'implementation']",0,PRACTICE,GNU C++17,OK,34,31,300.0
69,45452314,540,1541695709,2147483647,B,School Marks,PROGRAMMING,1000.0,"['greedy', 'implementation']",0,PRACTICE,GNU C++17,OK,78,31,1100.0
70,45452294,600,1541695662,2147483647,C,Make Palindrome,PROGRAMMING,0.0,['greedy'],0,PRACTICE,GNU C++17,OK,66,31,900.0
71,45452274,245,1541695636,2147483647,E,Mishap in Club,PROGRAMMING,0.0,['implementation'],0,PRACTICE,GNU C++17,OK,30,30,300.0
72,45452259,108,1541695614,2147483647,B,Datatypes,PROGRAMMING,1000.0,"['math', 'sortings']",0,PRACTICE,GNU C++17,OK,65,124,800.0
73,45452242,701,1541695577,2147483647,C,They Are Everywhere,PROGRAMMING,1000.0,"['binary search', 'two pointers']",0,PRACTICE,GNU C++17,OK,80,31,1900.0
74,45452158,725,1541695443,2147483647,B,Food on the Plane,PROGRAMMING,1000.0,['math'],0,PRACTICE,GNU C++17,OK,119,31,0.0
75,45452139,886,1541695415,2147483647,A,ACM ICPC,PROGRAMMING,500.0,['brute force'],0,PRACTICE,GNU C++17,OK,53,31,200.0
76,45452093,701,1541695326,2147483647,A,Cards,PROGRAMMING,500.0,"['greedy', 'implementation']",0,PRACTICE,GNU C++17,OK,35,31,300.0
77,45452084,478,1541695303,2147483647,A,Initial Bet,PROGRAMMING,500.0,['implementation'],0,PRACTICE,GNU C++17,OK,19,30,200.0
78,45452047,572,1541695228,2147483647,D,Minimization,PROGRAMMING,2250.0,"['dp', 'sortings']",0,PRACTICE,GNU C++17,OK,52,343,201300.0
79,45452038,571,1541695210,2147483647,B,Minimization,PROGRAMMING,1250.0,"['dp', 'greedy', 'sortings']",0,PRACTICE,GNU C++17,OK,52,343,201300.0
80,45452025,244,1541695169,2147483647,D,Hydra,PROGRAMMING,2000.0,[],0,PRACTICE,GNU C++17,OK,52,902,10500.0
81,45452014,243,1541695146,2147483647,B,Hydra,PROGRAMMING,1000.0,"['graphs', 'sortings']",0,PRACTICE,GNU C++17,OK,52,902,10500.0
82,45451993,180,1541695095,2147483647,F,Mathematical Analysis Rocks!,PROGRAMMING,0.0,"['constructive algorithms', 'implementation', 'math']",0,PRACTICE,GNU C++17,OK,40,186,2300.0
83,45451965,533,1541695043,2147483647,C,Board Game,PROGRAMMING,250.0,"['games', 'greedy', 'implementation', 'math']",0,PRACTICE,GNU C++17,OK,105,46,200.0
84,45451933,236,1541694975,2147483647,B,Easy Number Challenge,PROGRAMMING,1000.0,"['implementation', 'number theory']",0,PRACTICE,GNU C++17,OK,102,404,7800.0
85,45451925,208,1541694949,2147483647,A,Dubstep,PROGRAMMING,500.0,['strings'],0,PRACTICE,GNU C++17,OK,71,62,200.0
86,45451909,617,1541694920,2147483647,A,Elephant,PROGRAMMING,500.0,['math'],0,PRACTICE,GNU C++17,OK,34,31,300.0
87,45443879,675,1541680050,2147483647,C,Money Transfers,PROGRAMMING,1500.0,"['constructive algorithms', 'data structures', 'greedy', 'sortings']",0,PRACTICE,GNU C++17,OK,41,61,4900.0
88,45443851,439,1541679998,2147483647,C,Devu and Partitioning of the Array,PROGRAMMING,1500.0,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",0,PRACTICE,GNU C++17,OK,75,93,7400.0
89,45443830,825,1541679969,2147483647,B,Five-In-a-Row,PROGRAMMING,0.0,"['brute force', 'implementation']",0,PRACTICE,GNU C++17,OK,156,31,0.0
90,45443797,315,1541679927,2147483647,B,Sereja and Array,PROGRAMMING,1000.0,['implementation'],0,PRACTICE,GNU C++17,OK,34,109,1600.0
91,45443767,370,1541679899,2147483647,B,Berland Bingo,PROGRAMMING,500.0,['implementation'],0,PRACTICE,GNU C++17,OK,24,31,500.0
92,45443734,469,1541679859,2147483647,B,Chat Online,PROGRAMMING,1000.0,['implementation'],0,PRACTICE,GNU C++17,OK,31,31,2600.0
93,45443715,535,1541679828,2147483647,A,Tavas and Nafas,PROGRAMMING,500.0,['implementation'],0,PRACTICE,GNU C++17,OK,100,31,200.0
94,45443665,219,1541679750,2147483647,A,k-String,PROGRAMMING,500.0,"['implementation', 'strings']",0,PRACTICE,GNU C++17,OK,42,62,100.0
95,45442868,595,1541678534,2147483647,B,Pasha and Phone,PROGRAMMING,1000.0,"['binary search', 'math']",0,PRACTICE,GNU C++17,OK,38,46,3100.0
96,45442651,190,1541678195,2147483647,B,Surrounded,PROGRAMMING,1000.0,['geometry'],0,PRACTICE,GNU C++17,OK,43,31,100.0
97,45442621,336,1541678140,2147483647,C,Vasily the Bear and Sequence,PROGRAMMING,1500.0,"['brute force', 'greedy', 'implementation', 'number theory']",0,PRACTICE,GNU C++17,OK,45,420,7200.0
98,45442604,630,1541678111,2147483647,H,Benches,PROGRAMMING,0.0,['combinatorics'],0,PRACTICE,GNU C++17,OK,10,31,0.0
99,45442587,548,1541678088,2147483647,B,Mike and Fun,PROGRAMMING,1000.0,"['brute force', 'greedy', 'implementation']",0,PRACTICE,GNU C++17,OK,35,93,4100.0
100,45442563,599,1541678062,2147483647,B,Spongebob and Joke,PROGRAMMING,1000.0,['implementation'],0,PRACTICE,GNU C++17,OK,61,77,4700.0
101,45442544,168,1541678032,2147483647,A,Wizards and Demonstration,PROGRAMMING,500.0,"['implementation', 'math']",0,PRACTICE,GNU C++17,OK,43,62,0.0
102,45442528,596,1541678010,2147483647,A,Wilbur and Swimming Pool,PROGRAMMING,500.0,['implementation'],0,PRACTICE,GNU C++17,OK,121,31,0.0
103,45356044,214,1541492836,2147483647,E,Relay Race,PROGRAMMING,2500.0,['dp'],0,PRACTICE,GNU C++17,OK,58,1434,213800.0
104,45355985,213,1541492735,2147483647,C,Relay Race,PROGRAMMING,1500.0,['dp'],0,PRACTICE,GNU C++17,OK,58,1434,213800.0
105,45355972,136,1541492706,2147483647,E,Zero-One,PROGRAMMING,2500.0,"['constructive algorithms', 'games', 'greedy']",0,PRACTICE,GNU C++17,OK,110,62,500.0
106,45355962,135,1541492689,2147483647,C,Zero-One,PROGRAMMING,1500.0,"['constructive algorithms', 'games', 'greedy']",0,PRACTICE,GNU C++17,OK,110,62,500.0
107,45355890,851,1541492554,2147483647,C,Five Dimensional Points,PROGRAMMING,1500.0,"['brute force', 'math']",0,PRACTICE,GNU C++17,OK,19,31,300.0
108,45355886,850,1541492538,2147483647,A,Five Dimensional Points,PROGRAMMING,500.0,"['brute force', 'geometry', 'math']",0,PRACTICE,GNU C++17,OK,19,31,300.0
109,45355868,534,1541492505,2147483647,C,Polycarpus' Dice,PROGRAMMING,1500.0,['math'],0,PRACTICE,GNU C++17,OK,99,109,1800.0
110,45355840,181,1541492446,2147483647,B,Number of Triplets,PROGRAMMING,1000.0,"['binary search', 'brute force']",0,PRACTICE,GNU C++17,OK,37,778,600.0
111,45355825,465,1541492422,2147483647,B,Inbox (100500),PROGRAMMING,1000.0,['implementation'],0,PRACTICE,GNU C++17,OK,44,31,300.0
112,45355810,287,1541492398,2147483647,A,IQ Test,PROGRAMMING,500.0,"['brute force', 'implementation']",0,PRACTICE,GNU C++14,OK,30,30,0.0
113,45355796,456,1541492364,2147483647,A,Laptops,PROGRAMMING,500.0,['sortings'],0,PRACTICE,GNU C++14,OK,46,93,5700.0
114,45355768,366,1541492302,2147483647,D,Dima and Trap Graph,PROGRAMMING,2000.0,"['binary search', 'data structures', 'dfs and similar', 'dsu', 'shortest paths', 'two pointers']",0,PRACTICE,GNU C++14,OK,30,810,28200.0
115,45355756,366,1541492259,2147483647,D,Dima and Trap Graph,PROGRAMMING,2000.0,"['binary search', 'data structures', 'dfs and similar', 'dsu', 'shortest paths', 'two pointers']",0,PRACTICE,GNU C++17,COMPILATION_ERROR,0,0,0.0
116,45355731,797,1541492227,2147483647,E,Array Queries,PROGRAMMING,0.0,"['brute force', 'data structures', 'dp']",0,PRACTICE,GNU C++17,OK,53,1138,252300.0
117,45355719,234,1541492199,2147483647,F,Fence,PROGRAMMING,0.0,['dp'],0,PRACTICE,GNU C++17,OK,80,592,135000.0
118,45355694,336,1541492172,2147483647,B,Vasily the Bear and Fly,PROGRAMMING,1000.0,['math'],0,PRACTICE,GNU C++17,OK,31,60,0.0
119,45355672,78,1541492131,2147483647,C,Beaver Game,PROGRAMMING,1500.0,"['dp', 'games', 'number theory']",0,PRACTICE,GNU C++17,OK,93,451,0.0
120,45355661,241,1541492106,2147483647,A,Old Peykan,PROGRAMMING,0.0,['greedy'],0,PRACTICE,GNU C++17,OK,52,92,300.0
121,45355653,557,1541492082,2147483647,B,Pasha and Tea,PROGRAMMING,1000.0,"['implementation', 'sortings']",0,PRACTICE,GNU C++17,OK,50,685,12000.0
122,45355644,315,1541492056,2147483647,A,Sereja and Bottles,PROGRAMMING,500.0,['brute force'],0,PRACTICE,GNU C++17,OK,34,62,15800.0
123,45355630,673,1541492030,2147483647,A,Bear and Game,PROGRAMMING,500.0,['implementation'],0,PRACTICE,GNU C++17,OK,34,31,300.0
124,45337401,509,1541442284,2147483647,E,Pretty Song,PROGRAMMING,0.0,"['math', 'strings']",0,PRACTICE,GNU C++17,OK,27,31,8900.0
125,45302278,1074,1541362279,7279,B,Intersecting Subtrees,PROGRAMMING,1250.0,['trees'],0,CONTESTANT,GNU C++17,WRONG_ANSWER,3,30,400.0
126,45298863,1074,1541359880,4880,C,Optimal Polygon Perimeter,PROGRAMMING,1500.0,"['brute force', 'dp', 'geometry']",0,CONTESTANT,GNU C++17,WRONG_ANSWER,2,15,4900.0
127,45296974,1074,1541358682,3682,B,Intersecting Subtrees,PROGRAMMING,1250.0,['trees'],0,CONTESTANT,GNU C++17,WRONG_ANSWER,3,30,400.0
128,45296212,1074,1541358255,3255,B,Intersecting Subtrees,PROGRAMMING,1250.0,['trees'],0,CONTESTANT,GNU C++17,WRONG_ANSWER,1,30,0.0
129,45291013,1074,1541355897,897,A,The Tower is Going Home,PROGRAMMING,750.0,"['sortings', 'two pointers']",0,CONTESTANT,GNU C++17,WRONG_ANSWER,16,171,4200.0
130,45278421,862,1541334148,2147483647,E,Mahmoud and Ehab and the function,PROGRAMMING,2000.0,"['binary search', 'data structures', 'sortings']",0,PRACTICE,GNU C++17,OK,58,202,5600.0
131,45278380,620,1541334083,2147483647,E,New Year Tree,PROGRAMMING,0.0,"['bitmasks', 'data structures']",0,PRACTICE,GNU C++17,OK,72,1013,76900.0
132,45278319,135,1541333980,2147483647,B,Rectangle and Square,PROGRAMMING,1000.0,"['brute force', 'geometry', 'math']",0,PRACTICE,GNU C++17,OK,222,62,0.0
133,45278297,151,1541333944,2147483647,D,Quantity of Strings,PROGRAMMING,1500.0,"['combinatorics', 'dsu']",0,PRACTICE,GNU C++17,OK,70,31,200.0
134,45278286,150,1541333927,2147483647,B,Quantity of Strings,PROGRAMMING,500.0,"['combinatorics', 'dfs and similar', 'graphs', 'math']",0,PRACTICE,GNU C++17,OK,70,31,200.0
135,45278249,690,1541333874,2147483647,C2,Brain Network (medium),PROGRAMMING,0.0,"['dfs and similar', 'graphs', 'trees']",0,PRACTICE,GNU C++17,OK,19,77,12900.0
136,45278227,690,1541333847,2147483647,C3,Brain Network (hard),PROGRAMMING,0.0,['trees'],0,PRACTICE,GNU C++17,OK,18,171,99200.0
137,45278201,950,1541333793,2147483647,C,Zebras,PROGRAMMING,1500.0,"['constructive algorithms', 'greedy']",0,PRACTICE,GNU C++17,OK,71,171,13200.0
138,45278190,949,1541333773,2147483647,A,Zebras,PROGRAMMING,500.0,['greedy'],0,PRACTICE,GNU C++17,OK,71,171,13200.0
139,45278176,272,1541333752,2147483647,B,Dima and Sequence,PROGRAMMING,1000.0,"['implementation', 'math']",0,PRACTICE,GNU C++17,OK,42,124,8000.0
140,45278156,514,1541333712,2147483647,B,Han Solo and Lazer Gun,PROGRAMMING,1000.0,"['brute force', 'data structures', 'geometry', 'implementation', 'math']",0,PRACTICE,GNU C++17,OK,29,31,400.0
141,45278136,441,1541333678,2147483647,A,Valera and Antique Items,PROGRAMMING,500.0,['implementation'],0,PRACTICE,GNU C++17,OK,26,31,300.0
142,45270556,6,1541319638,2147483647,E,Exposition,PROGRAMMING,0.0,"['binary search', 'data structures', 'dsu', 'trees', 'two pointers']",0,PRACTICE,GNU C++17,OK,40,576,4300.0
143,45270542,534,1541319616,2147483647,D,Handshakes,PROGRAMMING,2000.0,"['binary search', 'constructive algorithms', 'data structures', 'greedy']",0,PRACTICE,GNU C++17,OK,85,124,11600.0
144,45270527,578,1541319592,2147483647,B,"""Or"" Game",PROGRAMMING,500.0,"['brute force', 'greedy']",0,PRACTICE,GNU C++17,OK,32,62,4900.0
145,45270510,579,1541319570,2147483647,D,"""Or"" Game",PROGRAMMING,2000.0,"['brute force', 'greedy', 'math']",0,PRACTICE,GNU C++17,OK,32,62,4900.0
146,45270498,316,1541319556,2147483647,B2,EKG,PROGRAMMING,70.0,"['dfs and similar', 'dp']",0,PRACTICE,GNU C++17,OK,54,31,8400.0
147,45270452,316,1541319475,2147483647,B1,EKG,PROGRAMMING,30.0,"['brute force', 'dfs and similar']",0,PRACTICE,GNU C++17,OK,29,30,8400.0
148,45270431,23,1541319444,2147483647,B,Party,PROGRAMMING,0.0,"['constructive algorithms', 'graphs', 'math']",0,PRACTICE,GNU C++17,OK,2,92,0.0
149,45270379,287,1541319371,2147483647,B,Pipeline,PROGRAMMING,1500.0,"['binary search', 'math']",0,PRACTICE,GNU C++17,OK,22,15,200.0
150,45270340,488,1541319305,2147483647,A,Giga Tower,PROGRAMMING,500.0,['brute force'],0,PRACTICE,GNU C++17,OK,35,30,0.0
151,45203497,120,1541157994,2147483647,J,Minimum Sum,PROGRAMMING,0.0,"['divide and conquer', 'geometry', 'sortings']",0,PRACTICE,GNU C++17,OK,58,1902,17500.0
152,45203472,146,1541157958,2147483647,E,Lucky Subsequence,PROGRAMMING,2500.0,"['combinatorics', 'dp']",0,PRACTICE,GNU C++17,OK,58,156,14700.0
153,45203454,145,1541157920,2147483647,C,Lucky Subsequence,PROGRAMMING,1500.0,"['combinatorics', 'dp', 'math']",0,PRACTICE,GNU C++17,OK,58,156,14700.0
154,45203434,94,1541157881,2147483647,D,End of Exams,PROGRAMMING,2000.0,"['greedy', 'math']",0,PRACTICE,GNU C++17,OK,102,31,200.0
155,45203415,93,1541157853,2147483647,B,End of Exams,PROGRAMMING,1000.0,['greedy'],0,PRACTICE,GNU C++17,OK,102,31,200.0
156,45203384,767,1541157796,2147483647,D,Cartons of milk,PROGRAMMING,2000.0,"['binary search', 'data structures', 'greedy', 'sortings', 'two pointers']",0,PRACTICE,GNU C++17,OK,38,779,201900.0
157,45203365,467,1541157760,2147483647,C,George and Job,PROGRAMMING,1500.0,"['dp', 'implementation']",0,PRACTICE,GNU C++17,OK,60,342,196800.0
158,45203350,146,1541157722,2147483647,C,Lucky Conversion,PROGRAMMING,1500.0,['greedy'],0,PRACTICE,GNU C++17,OK,51,62,500.0
159,45203340,145,1541157702,2147483647,A,Lucky Conversion,PROGRAMMING,500.0,"['greedy', 'implementation']",0,PRACTICE,GNU C++17,OK,51,62,500.0
160,45203321,845,1541157669,2147483647,C,Two TVs,PROGRAMMING,0.0,"['data structures', 'greedy', 'sortings']",0,PRACTICE,GNU C++17,OK,58,311,19000.0
161,45203301,1008,1541157640,2147483647,C,Reorder the Array,PROGRAMMING,1500.0,"['combinatorics', 'math']",0,PRACTICE,GNU C++17,OK,33,77,12200.0
162,45203283,1007,1541157599,2147483647,A,Reorder the Array,PROGRAMMING,500.0,"['combinatorics', 'data structures', 'math', 'sortings', 'two pointers']",0,PRACTICE,GNU C++17,OK,33,93,12200.0
163,45203261,44,1541157560,2147483647,B,Cola,PROGRAMMING,0.0,['implementation'],0,PRACTICE,GNU C++17,OK,40,92,0.0
164,45203243,262,1541157536,2147483647,A,Roma and Lucky Numbers,PROGRAMMING,500.0,['implementation'],0,PRACTICE,GNU C++17,OK,34,60,0.0
165,45197141,909,1541144962,2147483647,C,Python Indentation,PROGRAMMING,1500.0,['dp'],0,PRACTICE,GNU C++17,OK,70,421,196800.0
166,45182413,425,1541094743,2147483647,A,Sereja and Swaps,PROGRAMMING,500.0,"['brute force', 'sortings']",0,PRACTICE,GNU C++17,OK,43,109,1100.0
167,45182398,436,1541094717,2147483647,A,Feed with Candy,PROGRAMMING,1000.0,['greedy'],0,PRACTICE,GNU C++17,OK,60,31,3300.0
